ID,Brand,Gender,Sales_Price,Discount Percentage,Product,Name,Year,ReleaseDate,Product_Category,Description,Retail_Price,Review_ID,Stock,Size,Category_ID,Popular,Color,Image_url
f010c339-cbd7-4081-ac42-657220f9bf3f,Adidas,Men,150.0,0,Adidas zx 2k boost,Ninja Time In Yellow,2020,2020-12-06,shoe,Adidas zx 2k boost ninja time in yellow,120.0,IMN4OUH,75,38 - 47,S332167850164114,1,"Yellow,legacy gold,tech copper","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In-Yellow.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895075"
f841f8a7-0316-4f33-86d8-56c23011e654,Adidas,Women,180.0,0,Adidas ultra boost 20,NASA Core Black (W),2020,2020-12-06,shoe,Adidas ultra boost 20 nasa core black (w),144.0,7JP8WVS,85,34 - 45,S332167850164114,5,"Core black,iron metallic,carbon","https://stockx.imgix.net/images/adidas-Ultra-Boost-20-NASA-Core-Black-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107288"
f8fb3356-6426-4085-9649-377e65fc4e81,Adidas,Men,140.0,0,Adidas nmd r1,Halo Silver Bahia Orange,2020,2020-12-06,shoe,Adidas nmd r1 halo silver bahia orange,112.0,NVC6R10,112,38 - 47,S332167850164114,4,"Halo silver,black silver,bahia orange","https://stockx.imgix.net/images/adidas-NMD-R1-Halo-Silver-Bahia-Orange.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177084"
185ecb6f-2402-467c-8db4-c846bf8cdb7a,Adidas,Men,220.0,0,Adidas yeezy boost 350 v2,Black Red (2017/2020),2020,2020-12-05,shoe,Adidas yeezy boost 350 v2 black red (2017/2020),176.0,NGBJYB9,23,38 - 47,S332167850164114,5,"Core black,core black,red","https://stockx.imgix.net/images/Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320792"
0342ba32-3c3d-4056-aa21-73355d58d905,Jordan,Toddler,60.0,0,Jordan 9 retro,University Blue (TD),2020,2020-12-05,shoe,Jordan 9 retro university blue (td),48.0,LOI6JF5,75,31 - 34,S332167850164114,1,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue-TD.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606764369"
25d47d95-9aeb-4a9b-baec-cd61d9b3cf6c,Adidas,Men,140.0,0,Adidas superstar,Primeknit Pharrell Brown,2020,2020-12-05,shoe,Adidas superstar primeknit pharrell brown,112.0,9T8VHW9,90,38 - 47,S332167850164114,4,"Brown,brown,brown","https://stockx.imgix.net/images/adidas-Superstar-Primeknit-Pharrell-Brown.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606959396"
39e78aa3-968e-4483-b222-652caf6d41e4,Adidas,Men,120.0,0,Adidas d rose 11,Vet-Tix,2020,2020-12-05,shoe,Adidas d rose 11 vet-tix,96.0,5JA21T2,14,38 - 47,S332167850164114,5,"Orbit grey,dove grey,signal green","https://stockx.imgix.net/images/adidas-D-Rose-11-Vet-Tix.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895063"
3d1017fe-2496-4024-ae35-651057540dba,Adidas,Men,120.0,0,Adidas d rose 11,Family First,2020,2020-12-05,shoe,Adidas d rose 11 family first,96.0,UW6XCZ2,89,38 - 47,S332167850164114,1,"Chalk white,core black,solar red","https://stockx.imgix.net/images/adidas-D-Rose-11-Family-First.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895060"
4f475546-366f-4d9b-bcb4-5f921d1f835e,Adidas,Men,120.0,0,Adidas d rose 11,Brenda,2020,2020-12-05,shoe,Adidas d rose 11 brenda,96.0,SNTXKPA,74,38 - 47,S332167850164114,1,"Scarlet,core black,collegiate burgundy","https://stockx.imgix.net/images/adidas-D-Rose-11-Brenda.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606855962"
6ae54383-c8a8-48ce-90e8-fc742df35aa3,Adidas,Men,120.0,0,Adidas d rose 11,Signal Green,2020,2020-12-05,shoe,Adidas d rose 11 signal green,96.0,12KUTKC,54,38 - 47,S332167850164114,3,"Signal green,core black,signal green","https://stockx.imgix.net/images/adidas-D-Rose-11-Signal-Green.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895061"
82058546-6384-48f2-975f-73bc5c510d38,Adidas,Men,120.0,0,Adidas d rose 11,Cloud White Core Black,2020,2020-12-05,shoe,Adidas d rose 11 cloud white core black,96.0,93UXJWA,56,38 - 47,S332167850164114,4,"Cloud white,core black,cloud white","https://stockx.imgix.net/images/adidas-D-Rose-11-Cloud-White-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895059"
824370a0-9c74-46ef-944e-4d8de0861f86,Adidas,Men,140.0,0,Adidas superstar,Primeknit Pharrell Purple,2020,2020-12-05,shoe,Adidas superstar primeknit pharrell purple,112.0,DTI7MFU,139,38 - 47,S332167850164114,5,"Purple,purple,purple","https://stockx.imgix.net/images/adidas-Superstar-Primeknit-Pharrell-Purple.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606959436"
8d18f10e-89c9-4cc0-bfea-462ce8f9881d,Jordan,Men,190.0,0,Jordan 9 retro,University Blue,2020,2020-12-05,shoe,Jordan 9 retro university blue,152.0,1MDEH5M,124,38 - 47,S332167850164114,2,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606693874"
a4fc030b-e167-426c-84c3-1bbb6900c9f5,Reebok,Men,108.0,0,Reebok kamikaze ii,Low Dime Blue,2020,2020-12-05,shoe,Reebok kamikaze ii low dime blue,86.66,8W2HBS2,106,38 - 47,S332167850164114,2,"Blue,white-black","https://stockx.imgix.net/images/Reebok-Kamikaze-II-Low-Dime-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607103225"
a65e50db-1918-4bfe-acc2-6354378e99aa,New balance,Men,90.0,0,New balance numeric 574,Primitive,2020,2020-12-05,shoe,New balance numeric 574 primitive,72.0,57QCD79,126,38 - 47,S332167850164114,1,"Beige,black","https://stockx.imgix.net/images/New-Balance-Numeric-574-Primitive.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607378949"
abda20e2-d625-40a1-ae5a-3046b6555f6b,Jordan,Child,140.0,0,Jordan 9 retro,University Blue (GS),2020,2020-12-05,shoe,Jordan 9 retro university blue (gs),112.0,3EYF5ZX,17,34 - 37,S332167850164114,2,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606764105"
af349aa8-b67b-40c1-a00c-0572106c128e,Jordan,Preschool,80.0,0,Jordan 9 retro,University Blue (PS),2020,2020-12-05,shoe,Jordan 9 retro university blue (ps),64.0,W2AECQC,83,27 - 30,S332167850164114,3,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606764189"
b12495a9-179f-4910-af89-753e19bc7e45,Adidas,Men,100.0,0,Adidas forum 84 adv,Heitor da Silva,2020,2020-12-05,shoe,Adidas forum 84 adv heitor da silva,80.0,BKYFE6C,63,38 - 47,S332167850164114,1,"Purple,black,white","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
c0a858fd-594f-49a6-a8f4-bfaa4acaa19f,Adidas,Men,140.0,0,Adidas superstar,Primeknit Pharrell Cream,2020,2020-12-05,shoe,Adidas superstar primeknit pharrell cream,112.0,39W8333,75,38 - 47,S332167850164114,1,"Cream,cream,cream","https://stockx.imgix.net/images/adidas-Superstar-Primeknit-Pharrell-Cream.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606959519"
c10c4cfd-5d43-477e-9348-544edf81285b,Adidas,Men,120.0,0,Adidas d rose 11,Sweet Home Chicago,2020,2020-12-05,shoe,Adidas d rose 11 sweet home chicago,96.0,VCPRMDH,97,38 - 47,S332167850164114,3,"Core black,scarlet,grey five","https://stockx.imgix.net/images/adidas-D-Rose-11-Sweet-Home-Chicago.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895062"
