created_at,updated_at,brand,type,category_id,retail_price,product_name,release_date,description,price,stock_quantity,size,popular,color,image_url
2020-12-23,2020-12-23,Adidas,Sneakers,2,140,Adidas nmd r1,2020-12-06,Adidas nmd r1 white grey hazy rose (w),112,101,34-45,2,"Cloud white,grey one,hazy rose","https://stockx.imgix.net/images/adidas-NMD-R1-White-Grey-Hazy-Rose-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177085"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas nmd r1,2020-12-06,Adidas nmd r1 spectoo nasa halo silver,120,78,38-47,4,"Halo silver,halo silver,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Halo-Silver.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107271"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas zx 2k boost,2020-12-06,Adidas zx 2k boost ninja time in blue,120,37,38-47,5,"Blue,cloud white,collegiate green","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606859347"
2020-12-23,2020-12-23,Adidas,Sneakers,2,150,Adidas nmd r1,2020-12-06,Adidas nmd r1 spectoo nasa core black (w),120,42,34-45,4,"Core black,hazy rose,grey two","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Core-Black-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107267"
2020-12-23,2020-12-23,Adidas,Sneakers,1,180,Adidas ultra boost 5.0 dna,2020-12-06,Adidas ultra boost 5.0 dna nasa football blue,144,94,38-47,5,"Football blue,football blue,royal blue","https://stockx.imgix.net/images/adidas-Ultra-Boost-5-DNA-NASA-Football-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606849787"
2020-12-23,2020-12-23,Adidas,Sneakers,1,180,Adidas ultra boost 5.0 dna,2020-12-06,Adidas ultra boost 5.0 dna nasa core black iron metallic,144,45,38-47,1,"Core black,iron metallic,carbon","https://stockx.imgix.net/images/adidas-Ultra-Boost-5-DNA-NASA-Core-Black-Iron-Metallic.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606849786"
2020-12-23,2020-12-23,Adidas,Sneakers,2,140,Adidas nmd r1,2020-12-06,Adidas nmd r1 black white hazy rose (w),112,95,34-45,2,"Core black,cloud white,hazy rose","https://stockx.imgix.net/images/adidas-NMD-R1-Black-White-Hazy-Rose-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177083"
2020-12-23,2020-12-23,Adidas,Sneakers,2,150,Adidas nmd r1,2020-12-06,Adidas nmd r1 spectoo nasa grey two (w),120,50,34-45,2,"Grey two,hazy rose,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Grey-Two-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107270"
2020-12-23,2020-12-23,Adidas,Sneakers,5,130,Adidas nmd r1,2020-12-06,Adidas nmd r1 spectoo nasa core black (gs),104,149,34-37,3,"Core black,core black,solar red","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Core-Black-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107266"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas zx 2k boost,2020-12-06,Adidas zx 2k boost ninja time in cloud white,120,144,38-47,5,"Cloud white,core black,grey five","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In-Cloud-White.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895073"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas zx 2k boost,2020-12-06,Adidas zx 2k boost grey one solar red,120,62,38-47,5,"Grey one,silver metallic,solar red","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Grey-One-Solar-Red.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177098"
2020-12-23,2020-12-23,Adidas,Sneakers,2,150,Adidas nmd r1,2020-12-06,Adidas nmd r1 spectoo nasa cloud white (w),120,70,34-45,3,"Cloud white,cloud white,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Cloud-White-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107263"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas zx 2k boost,2020-12-06,Adidas zx 2k boost ninja time in true pink,120,33,38-47,3,"True pink,core black,scarlet","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In-True-Pink.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895074"
2020-12-23,2020-12-23,Adidas,Sneakers,1,140,Adidas nmd r1,2020-12-06,Adidas nmd r1 black silver solar red,112,114,38-47,1,"Core black,silver metallic,solar red","https://stockx.imgix.net/images/adidas-NMD-R1-Black-Silver-Solar-Red.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177081"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas zx 2k boost,2020-12-06,Adidas zx 2k boost cloud white silver metallic,120,26,38-47,5,"Cloud white,silver metallic,glow blue","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Cloud-White-Silver-Metallic.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177095"
2020-12-23,2020-12-23,Adidas,Sneakers,5,130,Adidas nmd r1,2020-12-06,Adidas nmd r1 spectoo nasa dash grey (gs),104,82,34-37,4,"Dash grey,core black,screaming pink","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Dash-Grey-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107268"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas nmd r1,2020-12-06,Adidas nmd r1 spectoo nasa cloud white,120,145,38-47,5,"Cloud white,cloud white,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Cloud-White.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107262"
2020-12-23,2020-12-23,Adidas,Sneakers,5,160,Adidas ultra boost 20,2020-12-06,Adidas ultra boost 20 nasa halo silver (gs),128,148,34-37,3,"Halo silver,dash grey,silver metallic","https://stockx.imgix.net/images/adidas-Ultra-Boost-20-NASA-Halo-Silver-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177088"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas zx 2k boost,2020-12-06,Adidas zx 2k boost ninja time in yellow,120,75,38-47,1,"Yellow,legacy gold,tech copper","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In-Yellow.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895075"
2020-12-23,2020-12-23,Adidas,Sneakers,2,180,Adidas ultra boost 20,2020-12-06,Adidas ultra boost 20 nasa core black (w),144,85,34-45,5,"Core black,iron metallic,carbon","https://stockx.imgix.net/images/adidas-Ultra-Boost-20-NASA-Core-Black-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107288"
2020-12-23,2020-12-23,Adidas,Sneakers,1,140,Adidas nmd r1,2020-12-06,Adidas nmd r1 halo silver bahia orange,112,112,38-47,4,"Halo silver,black silver,bahia orange","https://stockx.imgix.net/images/adidas-NMD-R1-Halo-Silver-Bahia-Orange.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177084"
2020-12-23,2020-12-23,Adidas,Sneakers,1,220,Adidas yeezy boost 350 v2,2020-12-05,Adidas yeezy boost 350 v2 black red (2017/2020),176,23,38-47,5,"Core black,core black,red","https://stockx.imgix.net/images/Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320792"
2020-12-23,2020-12-23,Jordan,Sneakers,5,60,Jordan 9 retro,2020-12-05,Jordan 9 retro university blue (td),48,75,31-34,1,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue-TD.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606764369"
2020-12-23,2020-12-23,Adidas,Sneakers,1,140,Adidas superstar,2020-12-05,Adidas superstar primeknit pharrell brown,112,90,38-47,4,"Brown,brown,brown","https://stockx.imgix.net/images/adidas-Superstar-Primeknit-Pharrell-Brown.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606959396"
2020-12-23,2020-12-23,Adidas,Sneakers,1,120,Adidas d rose 11,2020-12-05,Adidas d rose 11 vet-tix,96,14,38-47,5,"Orbit grey,dove grey,signal green","https://stockx.imgix.net/images/adidas-D-Rose-11-Vet-Tix.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895063"
2020-12-23,2020-12-23,Adidas,Sneakers,1,120,Adidas d rose 11,2020-12-05,Adidas d rose 11 family first,96,89,38-47,1,"Chalk white,core black,solar red","https://stockx.imgix.net/images/adidas-D-Rose-11-Family-First.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895060"
2020-12-23,2020-12-23,Adidas,Sneakers,1,120,Adidas d rose 11,2020-12-05,Adidas d rose 11 brenda,96,74,38-47,1,"Scarlet,core black,collegiate burgundy","https://stockx.imgix.net/images/adidas-D-Rose-11-Brenda.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606855962"
2020-12-23,2020-12-23,Adidas,Sneakers,1,120,Adidas d rose 11,2020-12-05,Adidas d rose 11 signal green,96,54,38-47,3,"Signal green,core black,signal green","https://stockx.imgix.net/images/adidas-D-Rose-11-Signal-Green.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895061"
2020-12-23,2020-12-23,Adidas,Sneakers,1,120,Adidas d rose 11,2020-12-05,Adidas d rose 11 cloud white core black,96,56,38-47,4,"Cloud white,core black,cloud white","https://stockx.imgix.net/images/adidas-D-Rose-11-Cloud-White-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895059"
2020-12-23,2020-12-23,Adidas,Sneakers,1,140,Adidas superstar,2020-12-05,Adidas superstar primeknit pharrell purple,112,139,38-47,5,"Purple,purple,purple","https://stockx.imgix.net/images/adidas-Superstar-Primeknit-Pharrell-Purple.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606959436"
2020-12-23,2020-12-23,Jordan,Sneakers,1,190,Jordan 9 retro,2020-12-05,Jordan 9 retro university blue,152,124,38-47,2,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606693874"
2020-12-23,2020-12-23,Reebok,Sneakers,1,108,Reebok kamikaze ii,2020-12-05,Reebok kamikaze ii low dime blue,87,106,38-47,2,"Blue,white-black","https://stockx.imgix.net/images/Reebok-Kamikaze-II-Low-Dime-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607103225"
2020-12-23,2020-12-23,New balance,Sneakers,1,90,New balance numeric 574,2020-12-05,New balance numeric 574 primitive,72,126,38-47,1,"Beige,black","https://stockx.imgix.net/images/New-Balance-Numeric-574-Primitive.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607378949"
2020-12-23,2020-12-23,Jordan,Sneakers,5,140,Jordan 9 retro,2020-12-05,Jordan 9 retro university blue (gs),112,17,34-37,2,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606764105"
2020-12-23,2020-12-23,Jordan,Sneakers,5,80,Jordan 9 retro,2020-12-05,Jordan 9 retro university blue (ps),64,83,27-30,3,"White,university blue-black","https://stockx.imgix.net/images/Air-Jordan-9-Retro-University-Blue-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606764189"
2020-12-23,2020-12-23,Adidas,Sneakers,1,100,Adidas forum 84 adv,2020-12-05,Adidas forum 84 adv heitor da silva,80,63,38-47,1,"Purple,black,white","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Adidas,Sneakers,1,140,Adidas superstar,2020-12-05,Adidas superstar primeknit pharrell cream,112,75,38-47,1,"Cream,cream,cream","https://stockx.imgix.net/images/adidas-Superstar-Primeknit-Pharrell-Cream.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606959519"
2020-12-23,2020-12-23,Adidas,Sneakers,1,120,Adidas d rose 11,2020-12-05,Adidas d rose 11 sweet home chicago,96,97,38-47,3,"Core black,scarlet,grey five","https://stockx.imgix.net/images/adidas-D-Rose-11-Sweet-Home-Chicago.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895062"
2020-12-23,2020-12-23,Reebok,Sneakers,1,108,Reebok club c 85,2020-12-05,Reebok club c 85 patta,87,93,38-47,4,"White,white","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Reebok,Sneakers,1,108,Reebok kamikaze ii,2020-12-05,Reebok kamikaze ii low dime yellow,87,54,38-47,5,"Yellow,black","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Reebok,Sneakers,1,108,Reebok kamikaze ii,2020-12-05,Reebok kamikaze ii low dime black,87,140,38-47,1,"Black,black-white-ice","https://stockx.imgix.net/images/Reebok-Kamikaze-II-Low-Dime-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607103199"
2020-12-23,2020-12-23,Nike,Sneakers,1,108,Nike blazer mid,2020-12-05,Nike blazer mid comme des garcons x naomi osaka,87,148,38-47,2,"White,pure platinum-sail-black","https://stockx.imgix.net/images/Nike-Blazer-Mid-Comme-des-Garcons-Naomi-Osaka-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606763903"
2020-12-23,2020-12-23,Nike,Sneakers,5,55,Nike blazer low,2020-12-04,Nike blazer low 77 vintage white black (ps),44,60,27-30,4,"White,sail-black","https://stockx.imgix.net/images/Nike-Blazer-Low-77-Vintage-White-Black-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606423991"
2020-12-23,2020-12-23,Puma,Sneakers,1,125,Puma rs-dreamer,2020-12-04,Puma rs-dreamer j cole ebony and ivory,100,65,38-47,5,"Puma white,puma black","https://stockx.imgix.net/images/Puma-RS-Dreamer-J-Cole-Ebony-and-Ivory.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107260"
2020-12-23,2020-12-23,Nike,Sneakers,5,95,Nike lebron 18,2020-12-04,Nike lebron 18 bred (ps),76,26,27-30,4,"Black,white-university red","https://stockx.imgix.net/images/Nike-LeBron-18-Bred-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606849756"
2020-12-23,2020-12-23,Nike,Sneakers,1,85,Nike blazer low,2020-12-04,Nike blazer low 77 vintage white black,68,42,38-47,3,"White,sail-black","https://stockx.imgix.net/images/Nike-Blazer-Low-77-Vintage-White-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606423988"
2020-12-23,2020-12-23,Nike,Sneakers,1,108,Nike air force 1 low,2020-12-04,Nike air force 1 low bait x japan kokiesland a5 wagyu af1/1,87,128,38-47,1,"White,white","https://stockx.imgix.net/images/Nike-Air-Force-1-Low-Bait-x-Japan-Kokiesland-A5-Wagyu-AF1-1.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606983888"
2020-12-23,2020-12-23,New balance,Sneakers,5,108,New balance 327,2020-12-04,New balance 327 pensole (gs),87,110,34-37,4,"Navy,grey-pink","https://stockx.imgix.net/images/New-Balance-327-Pensole-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606983879"
2020-12-23,2020-12-23,Nike,Sneakers,1,85,Nike blazer low,2020-12-04,Nike blazer low 77 vintage midnight navy,68,139,38-47,4,"Midnight navy,sail-white","https://stockx.imgix.net/images/Nike-Blazer-Low-77-Vintage-Midnight-Navy.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606423985"
2020-12-23,2020-12-23,Vans,Sneakers,1,90,Vans sk8-hi pocket lx-1,2020-12-04,Vans sk8-hi pocket lx-1 baracuta,72,22,38-47,5,"Dress blues,tartan plaid-marshmallow","https://stockx.imgix.net/images/Vans-Sk8-Hi-Pocket-LX-1-Baracuta.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606983909"
2020-12-23,2020-12-23,Puma,Sneakers,1,90,Puma future rider,2020-12-04,Puma future rider nes,72,31,38-47,4,"Gray violet,puma black","https://stockx.imgix.net/images/Puma-Future-Rider-NES.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107259"
2020-12-23,2020-12-23,Adidas,Sneakers,1,108,Adidas hamburg,2020-12-04,Adidas hamburg core white,87,62,38-47,4,"Core white,core white,off white","https://stockx.imgix.net/images/adidas-Hamburg-Core-White.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177080"
2020-12-23,2020-12-23,Reebok,Sneakers,1,140,Reebok question mid,2020-12-04,Reebok question mid philadelphia eagles,112,13,38-47,5,"White,court green-cool shadow","https://stockx.imgix.net/images/Reebok-Question-Mid-Philadelphia-Eagles.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606332817"
2020-12-23,2020-12-23,Asics,Sneakers,1,150,Asics gel-nandi,2020-12-04,Asics gel-nandi pleasures,120,12,38-47,3,"Cream,graphite grey","https://stockx.imgix.net/images/Asics-Gel-Nandi-Pleasures.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606849759"
