product_id,name,brand,size,color,release_date,retail_price,price,stock_quantity,popular,description,image_url,type,created_at,updated_at,category_id
11,Adidas ultra boost dna,Adidas,38-47,36,2020-12-08,180,144,148,4,Adidas ultra boost dna zebra,https://stockx.imgix.net/images/adidas-Ultra-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
12,Nike blazer mid 77,Nike,38-47,22,2020-12-07,110,88,53,3,Nike blazer mid 77 vintage nordic christmas (2020),https://stockx.imgix.net/images/Nike-Blazer-Mid-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
13,Asics gel-1090,Asics,38-47,31,2020-12-07,155,124,34,3,Asics gel-1090 iab-studio ai-2 lime,https://stockx.imgix.net/images/Asics-Gel-1090-IAB,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
14,Adidas ultra boost,Adidas,38-47,44,2020-12-07,220,176,122,1,Adidas ultra boost vice golf,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
15,Asics gel-1090,Asics,38-47,31,2020-12-07,155,124,70,4,Asics gel-1090 iab-studio ai-2 black,https://stockx.imgix.net/images/Asics-Gel-1090-IAB,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
16,Nike air max 90,Nike,38-47,26,2020-12-07,130,104,18,4,Nike air max 90 nordic christmas (2020),https://stockx.imgix.net/images/Nike-Air-Max-90-Ch,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
17,Nike ndstrkt air max 95,Nike,38-47,40,2020-12-07,200,160,146,2,Nike ndstrkt air max 95 neon,https://stockx.imgix.net/images/Nike-NDSTRKT-Air-M,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
18,Adidas zx 2k boost,Adidas,38-47,30,2020-12-06,150,120,49,3,Adidas zx 2k boost core black glow blue,https://stockx.imgix.net/images/adidas-ZX-2K-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
19,Adidas nmd r1,Adidas,38-47,30,2020-12-06,150,120,93,1,Adidas nmd r1 spectoo nasa core black,https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
20,Adidas ultra boost 20,Adidas,34-45,36,2020-12-06,180,144,126,4,Adidas ultra boost 20 nasa cloud white (w),https://stockx.imgix.net/images/adidas-Ultra-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
21,Adidas nmd r1,Adidas,34-45,28,2020-12-06,140,112,101,2,Adidas nmd r1 white grey hazy rose (w),https://stockx.imgix.net/images/adidas-NMD-R1-Whit,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
22,Adidas nmd r1,Adidas,38-47,30,2020-12-06,150,120,78,4,Adidas nmd r1 spectoo nasa halo silver,https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
23,Adidas zx 2k boost,Adidas,38-47,30,2020-12-06,150,120,37,5,Adidas zx 2k boost ninja time in blue,https://stockx.imgix.net/images/adidas-ZX-2K-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
24,Adidas nmd r1,Adidas,34-45,30,2020-12-06,150,120,42,4,Adidas nmd r1 spectoo nasa core black (w),https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
25,Adidas ultra boost 5.0 dna,Adidas,38-47,36,2020-12-06,180,144,94,5,Adidas ultra boost 5.0 dna nasa football blue,https://stockx.imgix.net/images/adidas-Ultra-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
26,Adidas ultra boost 5.0 dna,Adidas,38-47,36,2020-12-06,180,144,45,1,Adidas ultra boost 5.0 dna nasa core black iron me,https://stockx.imgix.net/images/adidas-Ultra-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
27,Adidas nmd r1,Adidas,34-45,28,2020-12-06,140,112,95,2,Adidas nmd r1 black white hazy rose (w),https://stockx.imgix.net/images/adidas-NMD-R1-Blac,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
28,Adidas nmd r1,Adidas,34-45,30,2020-12-06,150,120,50,2,Adidas nmd r1 spectoo nasa grey two (w),https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
29,Adidas nmd r1,Adidas,34-37,26,2020-12-06,130,104,149,3,Adidas nmd r1 spectoo nasa core black (gs),https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
30,Adidas zx 2k boost,Adidas,38-47,30,2020-12-06,150,120,144,5,Adidas zx 2k boost ninja time in cloud white,https://stockx.imgix.net/images/adidas-ZX-2K-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
31,Adidas zx 2k boost,Adidas,38-47,30,2020-12-06,150,120,62,5,Adidas zx 2k boost grey one solar red,https://stockx.imgix.net/images/adidas-ZX-2K-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
32,Adidas nmd r1,Adidas,34-45,30,2020-12-06,150,120,70,3,Adidas nmd r1 spectoo nasa cloud white (w),https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
33,Adidas zx 2k boost,Adidas,38-47,30,2020-12-06,150,120,33,3,Adidas zx 2k boost ninja time in true pink,https://stockx.imgix.net/images/adidas-ZX-2K-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
34,Adidas nmd r1,Adidas,38-47,28,2020-12-06,140,112,114,1,Adidas nmd r1 black silver solar red,https://stockx.imgix.net/images/adidas-NMD-R1-Blac,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
35,Adidas zx 2k boost,Adidas,38-47,30,2020-12-06,150,120,26,5,Adidas zx 2k boost cloud white silver metallic,https://stockx.imgix.net/images/adidas-ZX-2K-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
36,Adidas nmd r1,Adidas,34-37,26,2020-12-06,130,104,82,4,Adidas nmd r1 spectoo nasa dash grey (gs),https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
37,Adidas nmd r1,Adidas,38-47,30,2020-12-06,150,120,145,5,Adidas nmd r1 spectoo nasa cloud white,https://stockx.imgix.net/images/adidas-NMD-R1-Spec,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
38,Adidas ultra boost 20,Adidas,34-37,32,2020-12-06,160,128,148,3,Adidas ultra boost 20 nasa halo silver (gs),https://stockx.imgix.net/images/adidas-Ultra-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
39,Adidas zx 2k boost,Adidas,38-47,30,2020-12-06,150,120,75,1,Adidas zx 2k boost ninja time in yellow,https://stockx.imgix.net/images/adidas-ZX-2K-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
40,Adidas ultra boost 20,Adidas,34-45,36,2020-12-06,180,144,85,5,Adidas ultra boost 20 nasa core black (w),https://stockx.imgix.net/images/adidas-Ultra-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
41,Adidas nmd r1,Adidas,38-47,28,2020-12-06,140,112,112,4,Adidas nmd r1 halo silver bahia orange,https://stockx.imgix.net/images/adidas-NMD-R1-Halo,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
42,Adidas yeezy boost 350 v2,Adidas,38-47,44,2020-12-05,220,176,23,5,Adidas yeezy boost 350 v2 black red (2017/2020),https://stockx.imgix.net/images/Adidas-Yeezy-Boost,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
43,Jordan 9 retro,Jordan,31-34,12,2020-12-05,60,48,75,1,Jordan 9 retro university blue (td),https://stockx.imgix.net/images/Air-Jordan-9-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
44,Adidas superstar,Adidas,38-47,28,2020-12-05,140,112,90,4,Adidas superstar primeknit pharrell brown,https://stockx.imgix.net/images/adidas-Superstar-P,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
45,Adidas d rose 11,Adidas,38-47,24,2020-12-05,120,96,14,5,Adidas d rose 11 vet-tix,https://stockx.imgix.net/images/adidas-D-Rose-11-V,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
46,Adidas d rose 11,Adidas,38-47,24,2020-12-05,120,96,89,1,Adidas d rose 11 family first,https://stockx.imgix.net/images/adidas-D-Rose-11-F,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
47,Adidas d rose 11,Adidas,38-47,24,2020-12-05,120,96,74,1,Adidas d rose 11 brenda,https://stockx.imgix.net/images/adidas-D-Rose-11-B,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
48,Adidas d rose 11,Adidas,38-47,24,2020-12-05,120,96,54,3,Adidas d rose 11 signal green,https://stockx.imgix.net/images/adidas-D-Rose-11-S,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
49,Adidas d rose 11,Adidas,38-47,24,2020-12-05,120,96,56,4,Adidas d rose 11 cloud white core black,https://stockx.imgix.net/images/adidas-D-Rose-11-C,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
50,Adidas superstar,Adidas,38-47,28,2020-12-05,140,112,139,5,Adidas superstar primeknit pharrell purple,https://stockx.imgix.net/images/adidas-Superstar-P,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
51,Jordan 9 retro,Jordan,38-47,38,2020-12-05,190,152,124,2,Jordan 9 retro university blue,https://stockx.imgix.net/images/Air-Jordan-9-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
52,Reebok kamikaze ii,Reebok,38-47,21,2020-12-05,108,87,106,2,Reebok kamikaze ii low dime blue,https://stockx.imgix.net/images/Reebok-Kamikaze-II,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
53,New balance numeric 574,New balance,38-47,18,2020-12-05,90,72,126,1,New balance numeric 574 primitive,https://stockx.imgix.net/images/New-Balance-Numeri,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
54,Jordan 9 retro,Jordan,34-37,28,2020-12-05,140,112,17,2,Jordan 9 retro university blue (gs),https://stockx.imgix.net/images/Air-Jordan-9-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
55,Jordan 9 retro,Jordan,27-30,16,2020-12-05,80,64,83,3,Jordan 9 retro university blue (ps),https://stockx.imgix.net/images/Air-Jordan-9-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
56,Adidas forum 84 adv,Adidas,38-47,20,2020-12-05,100,80,63,1,Adidas forum 84 adv heitor da silva,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
57,Adidas superstar,Adidas,38-47,28,2020-12-05,140,112,75,1,Adidas superstar primeknit pharrell cream,https://stockx.imgix.net/images/adidas-Superstar-P,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
58,Adidas d rose 11,Adidas,38-47,24,2020-12-05,120,96,97,3,Adidas d rose 11 sweet home chicago,https://stockx.imgix.net/images/adidas-D-Rose-11-S,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
59,Reebok club c 85,Reebok,38-47,21,2020-12-05,108,87,93,4,Reebok club c 85 patta,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
60,Reebok kamikaze ii,Reebok,38-47,21,2020-12-05,108,87,54,5,Reebok kamikaze ii low dime yellow,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
61,Reebok kamikaze ii,Reebok,38-47,21,2020-12-05,108,87,140,1,Reebok kamikaze ii low dime black,https://stockx.imgix.net/images/Reebok-Kamikaze-II,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
62,Nike blazer mid,Nike,38-47,21,2020-12-05,108,87,148,2,Nike blazer mid comme des garcons x naomi osaka,https://stockx.imgix.net/images/Nike-Blazer-Mid-Co,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
63,Nike blazer low,Nike,27-30,11,2020-12-04,55,44,60,4,Nike blazer low 77 vintage white black (ps),https://stockx.imgix.net/images/Nike-Blazer-Low-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
64,Puma rs-dreamer,Puma,38-47,25,2020-12-04,125,100,65,5,Puma rs-dreamer j cole ebony and ivory,https://stockx.imgix.net/images/Puma-RS-Dreamer-J-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
65,Nike lebron 18,Nike,27-30,19,2020-12-04,95,76,26,4,Nike lebron 18 bred (ps),https://stockx.imgix.net/images/Nike-LeBron-18-Bre,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
66,Nike blazer low,Nike,38-47,17,2020-12-04,85,68,42,3,Nike blazer low 77 vintage white black,https://stockx.imgix.net/images/Nike-Blazer-Low-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
67,Nike air force 1 low,Nike,38-47,21,2020-12-04,108,87,128,1,Nike air force 1 low bait x japan kokiesland a5 wa,https://stockx.imgix.net/images/Nike-Air-Force-1-L,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
68,New balance 327,New balance,34-37,21,2020-12-04,108,87,110,4,New balance 327 pensole (gs),https://stockx.imgix.net/images/New-Balance-327-Pe,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
69,Nike blazer low,Nike,38-47,17,2020-12-04,85,68,139,4,Nike blazer low 77 vintage midnight navy,https://stockx.imgix.net/images/Nike-Blazer-Low-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
70,Vans sk8-hi pocket lx-1,Vans,38-47,18,2020-12-04,90,72,22,5,Vans sk8-hi pocket lx-1 baracuta,https://stockx.imgix.net/images/Vans-Sk8-Hi-Pocket,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
71,Puma future rider,Puma,38-47,18,2020-12-04,90,72,31,4,Puma future rider nes,https://stockx.imgix.net/images/Puma-Future-Rider-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
72,Adidas hamburg,Adidas,38-47,21,2020-12-04,108,87,62,4,Adidas hamburg core white,https://stockx.imgix.net/images/adidas-Hamburg-Cor,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
73,Reebok question mid,Reebok,38-47,28,2020-12-04,140,112,13,5,Reebok question mid philadelphia eagles,https://stockx.imgix.net/images/Reebok-Question-Mi,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
74,Asics gel-nandi,Asics,38-47,30,2020-12-04,150,120,12,3,Asics gel-nandi pleasures,https://stockx.imgix.net/images/Asics-Gel-Nandi-Pl,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
75,New balance propel,New balance,34-37,21,2020-12-04,108,87,48,5,New balance propel pensole (gs),https://stockx.imgix.net/images/New-Balance-Propel,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
76,Vans old skool,Vans,38-47,16,2020-12-04,80,64,44,3,Vans old skool baracuta,https://stockx.imgix.net/images/Vans-Old-Skool-Bar,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
77,Vans slip-on,Vans,38-47,14,2020-12-04,70,56,14,3,Vans slip-on baracuta,https://stockx.imgix.net/images/Vans-Slip-On-Barac,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
78,Nike lebron 18,Nike,31-34,12,2020-12-04,60,48,47,2,Nike lebron 18 bred (td),https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
79,Jordan 8 retro,Jordan,34-45,38,2020-12-04,190,152,119,1,Jordan 8 retro white burgundy (w),https://stockx.imgix.net/images/Air-Jordan-8-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
80,Adidas ultra 4d,Adidas,38-47,50,2020-12-04,250,200,55,4,Adidas ultra 4d sns green teatime,https://stockx.imgix.net/images/adidas-Ultra-4D-SN,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
81,Nike lebron 18,Nike,34-37,32,2020-12-04,160,128,74,4,Nike lebron 18 bred (gs),https://stockx.imgix.net/images/Nike-LeBron-18-Bre,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
82,Nike blazer low,Nike,27-30,11,2020-12-04,55,44,15,4,Nike blazer low 77 vintage midnight navy (ps),https://stockx.imgix.net/images/Nike-Blazer-Low-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
83,Adidas zx 6000,Adidas,38-47,28,2020-12-04,140,112,143,1,Adidas zx 6000 x-ray inside out,https://stockx.imgix.net/images/adidas-ZX-6000-Ray,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
84,Adidas hamburg,Adidas,38-47,21,2020-12-04,108,87,45,3,Adidas hamburg core black,https://stockx.imgix.net/images/adidas-Hamburg-Cor,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
85,Nike blazer low,Nike,34-37,13,2020-12-04,65,52,26,4,Nike blazer low 77 vintage white black (gs),https://stockx.imgix.net/images/Nike-Blazer-Low-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
86,New balance propel,New balance,38-47,24,2020-12-04,120,96,132,4,New balance propel pensole,https://stockx.imgix.net/images/New-Balance-Propel,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
87,Nike lebron 18,Nike,38-47,40,2020-12-04,200,160,100,2,Nike lebron 18 bred,https://stockx.imgix.net/images/Nike-LeBron-18-Bre,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
88,Nike blazer low,Nike,31-34,9,2020-12-04,45,36,58,1,Nike blazer low 77 vintage midnight navy (td),https://stockx.imgix.net/images/Nike-Blazer-Low-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
89,New balance 327,New balance,38-47,20,2020-12-04,100,80,70,2,New balance 327 pensole,https://stockx.imgix.net/images/New-Balance-327-Pe,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
90,Adidas icon 6 turf trainer kage,Adidas,38-47,24,2020-12-03,120,96,82,4,Adidas icon 6 turf trainer kage grey one,https://stockx.imgix.net/images/adidas-Icon-6-Turf,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
91,Adidas icon 6 turf trainer kage,Adidas,38-47,24,2020-12-03,120,96,65,4,Adidas icon 6 turf trainer kage cloud white,https://stockx.imgix.net/images/adidas-Icon-6-Turf,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
92,Adidas ultra 4d,Adidas,38-47,44,2020-12-03,220,176,81,4,Adidas ultra 4d nasa halo silver,https://stockx.imgix.net/images/adidas-Ultra-4D-NA,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
93,Adidas gazelle,Adidas,38-47,32,2020-12-03,160,128,130,2,Adidas gazelle noah camo,https://stockx.imgix.net/images/adidas-Gazelle-NOA,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
94,Jordan 13 retro,Jordan,31-34,12,2020-12-03,60,48,69,1,Jordan 13 retro black metallic gold (td),https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
95,Adidas icon 6 turf trainer kage,Adidas,38-47,24,2020-12-03,120,96,80,5,Adidas icon 6 turf trainer kage core black,https://stockx.imgix.net/images/adidas-Icon-6-Turf,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
96,Adidas sport shoe,Adidas,27-30,13,2020-12-03,65,52,62,3,Adidas sport shoe lego yellow (ps),https://stockx.imgix.net/images/adidas-Sport-Shoe-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
97,Adidas sport shoe,Adidas,31-34,10,2020-12-03,52,42,24,5,Adidas sport shoe lego red (td),https://stockx.imgix.net/images/adidas-Sport-Shoe-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
98,Adidas sport shoe,Adidas,31-34,10,2020-12-03,52,42,139,2,Adidas sport shoe lego yellow (td),https://stockx.imgix.net/images/adidas-Sport-Shoe-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
99,Adidas sport shoe,Adidas,27-30,13,2020-12-03,65,52,145,5,Adidas sport shoe lego blue (ps),https://stockx.imgix.net/images/adidas-Sport-Shoe-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
100,Adidas sport shoe,Adidas,34-37,16,2020-12-03,80,64,122,1,Adidas sport shoe lego blue (gs),https://stockx.imgix.net/images/adidas-Sport-Shoe-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
101,Jordan delta breathe,Jordan,38-47,26,2020-12-03,130,104,26,3,Jordan delta breathe multi-color,https://stockx.imgix.net/images/Air-Jordan-Delta-B,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
102,Adidas sport shoe,Adidas,34-37,16,2020-12-03,80,64,49,1,Adidas sport shoe lego red (gs),https://stockx.imgix.net/images/adidas-Sport-Shoe-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
